property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,store room,pooja room,furnishing_type,luxury_category,floor_category
flat,memnagar,0.5,2,2,1,Old Property,882.0,1,0,unfurnished,Medium,Low Floor
flat,naroda,0.31,2,2,2,New Property,881.0,0,0,unfurnished,Not available,Mid Floor
flat,shela,0.72,3,3,1,New Property,1229.0,1,0,unfurnished,Medium,Mid Floor
flat,naroda,0.45,3,3,0,Relatively New,1557.0,0,0,unfurnished,Not available,Mid Floor
flat,charodi,0.65,2,2,2,Relatively New,1150.0,0,0,semifurnished,Low,Mid Floor
flat,chandkheda,0.66,3,3,1,New Property,1292.0,0,0,unfurnished,Low,High Floor
flat,shela,1.3,3,3,1,Relatively New,1568.0,0,0,unfurnished,High,Mid Floor
flat,vaishnodevi circle,0.61,2,2,1,Relatively New,600.0,0,0,unfurnished,Low,Low Floor
flat,maninagar,1.11,4,3,2,Old Property,1269.0,0,0,unfurnished,Not available,Mid Floor
house,isanpur,1.1,3,3,3,Moderately Old,1170.0,0,1,unfurnished,Medium,Low Floor
flat,science city,2.56,4,4,3,Under Construction,2844.0,1,1,unfurnished,High,High Floor
house,bapunagar,0.4,3,2,1,Moderately Old,1125.0,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,2.11,4,4,2,Old Property,2835.0,0,0,semifurnished,Medium,Mid Floor
flat,jagatpur,0.54,2,2,0,Relatively New,758.0,0,0,unfurnished,Not available,High Floor
flat,south bopal,0.55,2,2,2,New Property,975.0,0,0,unfurnished,Medium,High Floor
flat,jagatpur,1.1,3,3,1,New Property,1334.0,1,0,unfurnished,Medium,High Floor
flat,paldi,1.19,3,3,2,Under Construction,2061.0,1,0,unfurnished,Medium,Mid Floor
flat,naroda,0.21,1,1,0,Relatively New,600.0,0,0,unfurnished,Not available,Mid Floor
house,bhadaj,2.8,4,4,1,Relatively New,2106.0,1,1,unfurnished,High,Mid Floor
flat,satellite,1.15,3,3,3,Old Property,2276.0,1,1,semifurnished,Medium,Low Floor
flat,south bopal,0.55,2,2,0,Moderately Old,1012.0,0,0,unfurnished,Medium,High Floor
flat,south bopal,0.58,2,2,1,Relatively New,975.0,0,1,unfurnished,Medium,High Floor
flat,science city,2.06,4,4,1,Under Construction,3564.0,1,1,unfurnished,Medium,Mid Floor
flat,gota,0.65,2,2,2,Relatively New,1184.0,1,0,semifurnished,Medium,Low Floor
flat,gota,0.97,3,3,1,Relatively New,1438.0,1,0,semifurnished,Medium,Mid Floor
flat,gota,0.59,2,2,2,Relatively New,1504.0,1,1,semifurnished,High,Mid Floor
flat,sola,1.21,3,3,1,Moderately Old,1692.0,0,0,furnished,Low,Low Floor
flat,maninagar,0.4,2,2,0,Old Property,1059.0,0,1,unfurnished,Low,Low Floor
flat,gota,0.55,2,2,1,Old Property,1008.0,1,0,furnished,Low,Low Floor
flat,vatva,0.19,2,1,1,Relatively New,810.0,0,0,furnished,Not available,Mid Floor
house,ghatlodia,2.25,3,3,2,Moderately Old,1404.0,1,1,unfurnished,Low,Low Floor
flat,nikol,0.2,1,1,1,Relatively New,847.0,0,0,furnished,Low,Mid Floor
flat,science city,2.6,4,4,3,Moderately Old,4374.0,1,1,unfurnished,High,Mid Floor
flat,paldi,1.05,3,3,2,Old Property,1800.0,1,1,semifurnished,High,Mid Floor
house,bodakdev,5.35,4,4,3,Old Property,3555.0,1,1,semifurnished,Medium,Mid Floor
flat,prahlad nagar,3.49,6,6,3+,Relatively New,2689.0,1,0,furnished,Medium,Low Floor
house,ghuma,1.25,4,5,2,Moderately Old,2529.0,1,1,unfurnished,Medium,Mid Floor
flat,science city,2.1,3,3,1,Under Construction,2263.0,1,1,unfurnished,Medium,Mid Floor
flat,south bopal,0.7,3,3,1,Relatively New,1000.0,0,0,furnished,Medium,Mid Floor
flat,jagatpur,0.68,2,2,3,Relatively New,1286.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.5,2,2,1,Old Property,1152.0,0,0,unfurnished,Medium,Mid Floor
flat,bapunagar,0.25,2,2,1,Moderately Old,830.0,0,0,unfurnished,Low,Mid Floor
flat,sola,1.72,3,3,1,Relatively New,2518.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.65,3,3,1,Under Construction,1264.0,1,0,unfurnished,High,Mid Floor
flat,south bopal,0.75,3,3,1,Relatively New,1146.0,0,0,furnished,Medium,High Floor
flat,south bopal,0.8,3,3,1,Relatively New,1139.0,0,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.54,3,3,0,Relatively New,783.0,1,1,unfurnished,Medium,Mid Floor
house,chandlodia,1.11,4,3,1,Moderately Old,900.0,0,0,unfurnished,Low,Low Floor
flat,gota,0.83,3,3,1,Moderately Old,1415.0,0,0,furnished,Medium,Mid Floor
house,vatva,0.95,4,4,2,Relatively New,1530.0,0,0,unfurnished,Low,Low Floor
flat,nava naroda,0.42,2,2,2,Moderately Old,1249.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.66,2,2,1,New Property,1135.0,0,0,unfurnished,Low,Mid Floor
flat,maninagar,0.41,2,2,1,Old Property,859.0,0,0,unfurnished,Low,Mid Floor
flat,science city,3.1,4,4,1,New Property,3332.0,0,1,unfurnished,Medium,High Floor
house,maninagar,1.5,4,3,2,Old Property,1665.0,0,0,semifurnished,Not available,Low Floor
flat,vastral,0.32,2,2,2,Moderately Old,1067.0,0,0,unfurnished,Not available,Low Floor
flat,ghatlodia,0.65,2,2,2,Old Property,1324.0,0,0,furnished,Low,Low Floor
flat,gota,0.48,2,2,1,Moderately Old,1080.0,1,1,unfurnished,High,Mid Floor
flat,chandkheda,0.38,2,2,2,Moderately Old,1179.0,0,0,unfurnished,Low,Low Floor
flat,nikol,0.4,2,2,2,Moderately Old,1170.0,0,0,furnished,Not available,Mid Floor
flat,naroda,0.31,2,2,0,Relatively New,1260.0,0,0,unfurnished,Not available,Mid Floor
flat,narol,0.2,1,1,1,Old Property,835.0,0,0,unfurnished,Not available,Mid Floor
flat,new ranip,0.51,2,2,2,Old Property,1053.0,0,0,furnished,Low,Mid Floor
flat,jagatpur,1.14,3,3,2,Under Construction,1971.0,0,0,unfurnished,High,Mid Floor
house,shilaj,4.7,4,4,1,Under Construction,3564.0,1,1,unfurnished,Medium,Low Floor
house,chandlodia,0.5,4,2,2,Moderately Old,1059.0,0,0,unfurnished,Not available,Low Floor
flat,maninagar,1.2,3,3,2,Moderately Old,1765.0,1,0,semifurnished,Medium,Mid Floor
flat,nava naroda,0.3,2,2,3,Moderately Old,1120.0,0,1,unfurnished,Low,Low Floor
flat,nikol,0.28,2,2,1,Moderately Old,1000.0,0,0,unfurnished,Not available,Mid Floor
flat,vastrapur,1.21,3,3,1,New Property,1260.0,1,1,unfurnished,Medium,Mid Floor
flat,south bopal,0.61,3,3,1,Under Construction,1701.0,0,1,unfurnished,Medium,Mid Floor
flat,sola,2.4,3,3,2,Relatively New,1906.0,0,1,semifurnished,Medium,Mid Floor
house,thaltej,5.11,3,3,1,Relatively New,2790.0,1,0,unfurnished,Not available,Low Floor
flat,jodhpur,0.85,2,2,2,Old Property,1529.0,0,0,furnished,Not available,Low Floor
flat,thaltej,0.91,3,3,3,Old Property,1203.0,0,0,semifurnished,Low,Low Floor
flat,jagatpur,0.44,2,2,0,Under Construction,900.0,0,0,unfurnished,Medium,Mid Floor
flat,shahibaug,1.35,3,3,2,Old Property,1998.0,0,0,unfurnished,Low,Low Floor
flat,new ranip,0.51,2,2,2,Old Property,874.0,0,0,furnished,Low,Low Floor
flat,paldi,0.75,2,2,0,Relatively New,926.0,0,0,semifurnished,Medium,Mid Floor
flat,nikol,0.42,2,2,1,Relatively New,1235.0,0,0,unfurnished,Not available,Mid Floor
flat,science city,2.5,4,4,1,Relatively New,3240.0,0,1,unfurnished,Medium,High Floor
house,vastrapur,3.25,4,4,3,Moderately Old,1620.0,1,0,furnished,High,Low Floor
flat,gurukul,0.95,3,3,1,Old Property,1350.0,1,0,semifurnished,Low,Mid Floor
flat,vaishnodevi circle,0.67,2,2,1,Relatively New,1031.0,0,0,unfurnished,Medium,Mid Floor
flat,thaltej,0.65,2,2,0,Moderately Old,784.0,0,0,unfurnished,Not available,Low Floor
flat,motera,0.72,3,3,1,Under Construction,1440.0,1,0,unfurnished,Medium,Mid Floor
flat,jagatpur,0.44,2,2,1,Under Construction,700.0,0,0,unfurnished,Medium,Mid Floor
flat,motera,0.52,2,2,1,Relatively New,1036.0,0,0,unfurnished,Medium,Mid Floor
flat,navrangpura,2.5,4,4,3,Old Property,3529.0,0,1,semifurnished,Low,Mid Floor
house,maninagar,2.2,5,3,2,Old Property,1980.0,0,1,unfurnished,Low,Low Floor
house,vasna,2.1,4,5,1,Old Property,1800.0,1,0,unfurnished,Low,Low Floor
flat,memnagar,0.43,2,2,1,Old Property,850.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,1.36,3,3,1,Relatively New,1834.0,1,0,unfurnished,Medium,Mid Floor
flat,vastral,0.31,2,2,1,Moderately Old,1294.0,0,0,unfurnished,Medium,Mid Floor
flat,vastrapur,1.85,3,3,1,Moderately Old,1845.0,1,0,unfurnished,Medium,Mid Floor
house,isanpur,1.5,2,2,1,Old Property,1548.0,0,0,unfurnished,Not available,Low Floor
flat,memnagar,0.65,3,2,2,Old Property,1269.0,0,0,unfurnished,Medium,Mid Floor
flat,shela,1.23,3,3,2,Relatively New,2398.0,0,0,unfurnished,High,Mid Floor
flat,shela,1.42,4,4,1,Relatively New,2145.0,1,1,unfurnished,High,Mid Floor
flat,satellite,0.58,2,2,1,New Property,866.0,0,0,unfurnished,Low,Mid Floor
house,vastral,0.36,2,2,2,Old Property,700.0,0,0,unfurnished,Low,Low Floor
flat,satellite,1.35,3,3,1,Moderately Old,1575.0,0,0,semifurnished,High,Mid Floor
flat,satellite,1.05,3,3,2,Old Property,1853.0,1,1,semifurnished,High,Mid Floor
flat,science city,1.5,2,2,2,Moderately Old,2070.0,0,1,semifurnished,Medium,Low Floor
flat,vastral,0.23,1,1,1,Moderately Old,525.0,0,0,unfurnished,Low,Mid Floor
flat,nava naroda,0.46,2,2,1,Relatively New,1046.0,0,0,unfurnished,Medium,Low Floor
flat,sola,0.95,2,2,2,Moderately Old,1652.0,0,0,unfurnished,Low,Low Floor
house,south bopal,4.5,4,4,2,Moderately Old,2880.0,1,1,furnished,Low,Low Floor
flat,nikol,0.83,3,3,0,Moderately Old,2070.0,0,0,unfurnished,Not available,Mid Floor
house,khokhara,1.1,4,3,3,Old Property,1710.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.88,3,3,1,Under Construction,867.0,1,0,unfurnished,Low,Mid Floor
flat,satellite,1.27,3,3,1,Under Construction,1242.0,1,0,unfurnished,Medium,Mid Floor
flat,bodakdev,4.92,4,4,1,Under Construction,4541.0,1,0,unfurnished,High,Mid Floor
flat,satellite,2.82,4,4,1,Under Construction,3000.0,1,0,unfurnished,Medium,Mid Floor
flat,charodi,0.54,2,2,1,Under Construction,1039.0,1,0,unfurnished,High,High Floor
house,paldi,3.21,5,5,2,Old Property,3753.0,1,0,unfurnished,Medium,Low Floor
flat,motera,0.39,2,2,2,Old Property,1189.0,0,0,unfurnished,Medium,Low Floor
flat,science city,2.09,4,4,3,Under Construction,3595.0,1,1,unfurnished,High,High Floor
flat,chandlodia,0.8,3,3,3,Old Property,1859.0,0,0,furnished,Low,Mid Floor
house,usmanpura,1.8,4,1,1,Old Property,6489.0,0,0,unfurnished,Low,Low Floor
house,south bopal,3.2,3,3,2,Relatively New,3441.0,1,1,semifurnished,High,Low Floor
flat,chandkheda,0.4,2,2,1,Relatively New,630.0,1,0,unfurnished,Medium,Mid Floor
house,shahibaug,6.0,4,3,2,Old Property,2700.0,0,0,unfurnished,Not available,Low Floor
flat,vatva,0.26,2,2,2,Relatively New,972.0,0,0,unfurnished,Not available,Low Floor
flat,jagatpur,0.65,3,3,2,Moderately Old,1172.0,1,0,furnished,Medium,Mid Floor
flat,shela,0.65,3,2,0,Relatively New,927.0,0,0,semifurnished,Medium,High Floor
flat,science city,1.83,4,4,1,Under Construction,3167.0,1,1,unfurnished,Medium,Mid Floor
flat,south bopal,1.3,3,3,1,Moderately Old,1758.0,1,0,unfurnished,Medium,Mid Floor
flat,shela,0.54,3,3,1,Relatively New,789.0,1,0,unfurnished,Medium,Mid Floor
flat,bodakdev,7.3,5,6,1,Under Construction,6058.0,1,1,unfurnished,Medium,Mid Floor
house,ghuma,1.25,3,3,1,Moderately Old,1692.0,1,1,furnished,Low,Low Floor
flat,narol,0.32,2,2,2,Moderately Old,990.0,0,0,unfurnished,Low,Mid Floor
house,bapunagar,0.48,4,2,0,Old Property,1500.0,0,0,unfurnished,Not available,Low Floor
flat,memnagar,0.52,2,2,0,Old Property,945.0,0,0,unfurnished,Medium,Mid Floor
flat,nana chiloda,0.65,4,4,3+,Relatively New,2435.0,0,1,semifurnished,Medium,Low Floor
house,bapunagar,0.75,2,2,1,Old Property,1184.0,0,0,unfurnished,Low,Low Floor
flat,maninagar,2.25,4,4,3,Moderately Old,2745.0,0,0,furnished,Medium,Mid Floor
flat,satellite,0.58,2,2,3,Old Property,941.0,0,0,furnished,Low,Low Floor
flat,gota,0.45,2,2,1,Moderately Old,720.0,0,0,unfurnished,Low,Low Floor
flat,nikol,0.42,2,2,1,Moderately Old,1323.0,0,0,unfurnished,Not available,Mid Floor
flat,memnagar,0.85,2,2,3,Relatively New,900.0,0,0,unfurnished,Low,Mid Floor
flat,chandkheda,0.55,2,2,1,Relatively New,1302.0,1,0,unfurnished,Medium,Mid Floor
house,chandlodia,0.76,3,3,1,New Property,1665.0,0,0,unfurnished,Low,Mid Floor
flat,gurukul,0.9,3,3,3,Old Property,1800.0,0,0,furnished,Medium,Mid Floor
flat,gota,0.54,2,2,2,Old Property,945.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,0.65,2,2,3+,Moderately Old,1026.0,0,0,furnished,High,Mid Floor
flat,south bopal,0.64,3,3,1,Under Construction,1116.0,1,1,unfurnished,High,Mid Floor
flat,chandkheda,0.85,3,3,1,Relatively New,1755.0,0,0,semifurnished,High,Mid Floor
flat,motera,0.68,3,3,1,Under Construction,999.0,0,0,unfurnished,Low,Low Floor
flat,nikol,0.45,2,2,2,Moderately Old,1350.0,0,0,unfurnished,Low,Low Floor
flat,gota,0.41,2,2,0,Relatively New,999.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.78,2,2,2,Moderately Old,1350.0,1,0,furnished,Medium,Low Floor
flat,naroda,0.3,2,2,0,Relatively New,557.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,0.7,2,2,3,Moderately Old,1125.0,1,0,furnished,Medium,Low Floor
flat,new ranip,0.45,2,2,1,Relatively New,1122.0,1,1,semifurnished,High,Mid Floor
flat,jagatpur,0.48,2,2,2,Relatively New,954.0,1,0,unfurnished,Medium,Mid Floor
flat,nikol,0.62,2,2,2,Moderately Old,996.0,0,0,unfurnished,Not available,Mid Floor
flat,maninagar,0.65,2,2,1,Old Property,1170.0,0,0,furnished,Low,Low Floor
flat,vatva,0.1,1,2,1,Moderately Old,579.0,0,0,unfurnished,Not available,Mid Floor
house,naroda,1.05,4,4,2,Old Property,1141.0,0,1,furnished,Low,Low Floor
flat,motera,1.65,3,3,1,Relatively New,2250.0,0,0,semifurnished,Medium,Mid Floor
flat,sola,1.4,3,3,2,Relatively New,1906.0,0,0,unfurnished,Medium,Mid Floor
house,south bopal,1.55,4,4,2,New Property,1260.0,1,1,unfurnished,Medium,Mid Floor
flat,south bopal,0.65,3,3,2,New Property,1232.0,1,0,unfurnished,High,Mid Floor
flat,gota,0.92,3,3,1,Relatively New,1281.0,0,0,unfurnished,Medium,Mid Floor
flat,satellite,0.55,2,2,2,Moderately Old,945.0,0,0,unfurnished,Not available,Low Floor
flat,nikol,0.41,2,2,1,Old Property,1429.0,0,0,furnished,Low,Mid Floor
flat,sg highway,1.2,3,3,1,Moderately Old,1737.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.93,3,3,1,Under Construction,1701.0,0,1,unfurnished,High,Mid Floor
flat,naroda,0.71,3,3,1,Relatively New,1917.0,0,0,unfurnished,Low,Mid Floor
flat,south bopal,0.61,3,3,1,Under Construction,1251.0,1,1,unfurnished,High,Mid Floor
flat,paldi,0.7,2,3,2,Moderately Old,1845.0,0,0,furnished,Medium,Mid Floor
house,thaltej,9.0,5,5,1,Moderately Old,4230.0,1,0,semifurnished,Low,Low Floor
house,shilaj,5.0,4,4,2,Moderately Old,4392.0,1,0,semifurnished,Medium,Low Floor
flat,maninagar,0.16,2,1,1,Old Property,969.0,0,0,unfurnished,Low,Mid Floor
flat,south bopal,0.72,3,3,1,New Property,1191.0,1,0,unfurnished,Medium,High Floor
house,shilaj,5.0,4,4,2,Moderately Old,3807.0,1,0,unfurnished,Low,Low Floor
flat,south bopal,0.66,3,3,1,Under Construction,1160.0,1,0,unfurnished,Medium,Mid Floor
flat,thaltej,1.6,3,3,3+,Relatively New,1745.0,1,1,unfurnished,Low,Mid Floor
house,isanpur,0.55,2,2,1,Old Property,900.0,0,0,unfurnished,Medium,Low Floor
flat,chandkheda,0.5,3,3,1,Relatively New,1422.0,0,0,furnished,Low,Mid Floor
flat,chandlodia,0.58,2,2,1,Moderately Old,2118.0,0,0,furnished,Low,Mid Floor
flat,charodi,0.7,3,3,1,Under Construction,1132.0,1,0,unfurnished,High,High Floor
house,south bopal,5.3,4,5,2,Moderately Old,5850.0,1,1,furnished,Medium,Low Floor
flat,science city,2.75,4,4,1,Moderately Old,3060.0,0,0,semifurnished,Medium,Low Floor
flat,charodi,0.86,3,3,3,Relatively New,1485.0,0,0,furnished,High,Low Floor
house,south bopal,2.35,3,3,1,Moderately Old,2475.0,1,0,semifurnished,Medium,Low Floor
flat,gota,0.65,2,2,0,Relatively New,971.0,0,0,furnished,High,High Floor
flat,navrangpura,0.65,2,2,1,Old Property,990.0,0,0,furnished,Low,Mid Floor
flat,navrangpura,0.45,2,2,0,Old Property,706.0,0,0,furnished,Low,Mid Floor
house,bapunagar,0.12,1,1,0,Old Property,225.0,0,0,unfurnished,Low,Low Floor
flat,shela,0.63,3,3,1,Relatively New,1078.0,0,0,unfurnished,High,Mid Floor
flat,jagatpur,0.8,2,2,1,Moderately Old,2236.0,0,1,unfurnished,High,High Floor
flat,vasna,1.0,3,3,1,Relatively New,1830.0,0,0,unfurnished,Medium,Mid Floor
flat,khokhara,0.42,3,2,0,Relatively New,1242.0,0,1,unfurnished,Low,Mid Floor
flat,gota,0.62,2,2,1,Relatively New,935.0,0,1,semifurnished,Low,Low Floor
flat,science city,0.67,2,2,2,Old Property,1000.0,1,1,unfurnished,High,Low Floor
flat,bodakdev,2.5,4,4,1,Old Property,2970.0,1,0,semifurnished,Medium,Low Floor
house,motera,2.1,3,2,0,Relatively New,1800.0,0,0,unfurnished,Not available,Low Floor
house,nava naroda,1.65,5,4,0,New Property,2600.0,0,0,unfurnished,Not available,Low Floor
house,sola,2.5,3,2,2,Old Property,1991.0,1,1,semifurnished,High,Low Floor
flat,bodakdev,3.22,4,4,3,Under Construction,4077.0,1,1,unfurnished,High,High Floor
flat,naroda,0.23,1,1,1,Relatively New,568.0,0,1,unfurnished,Low,Mid Floor
house,thaltej,9.5,4,4,1,Moderately Old,4653.0,1,0,unfurnished,Low,Mid Floor
house,bhadaj,3.6,3,4,1,Relatively New,2907.0,1,1,semifurnished,High,Low Floor
flat,naroda,0.17,1,1,1,Relatively New,720.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.42,2,2,2,Relatively New,1062.0,0,1,unfurnished,Medium,Mid Floor
flat,chandkheda,0.53,2,2,2,Moderately Old,1260.0,1,0,unfurnished,Medium,Low Floor
house,krishna nagar,0.5,2,2,1,Old Property,800.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.37,2,2,2,Relatively New,1458.0,0,1,unfurnished,Medium,Mid Floor
flat,gota,0.5,2,2,1,Moderately Old,1215.0,1,1,unfurnished,High,Mid Floor
house,shela,5.51,4,4,1,Moderately Old,3690.0,1,0,semifurnished,Medium,Low Floor
house,narol,1.1,3,3,0,Relatively New,2600.0,0,0,unfurnished,Not available,Low Floor
flat,jagatpur,1.1,4,3,1,Relatively New,1835.0,1,0,unfurnished,Low,High Floor
flat,motera,0.95,3,3,2,Relatively New,2091.0,0,1,furnished,Medium,Low Floor
flat,vastrapur,0.49,2,2,2,Moderately Old,866.0,0,0,unfurnished,Not available,Low Floor
house,gurukul,2.9,3,2,0,Old Property,2160.0,0,0,unfurnished,Not available,Low Floor
flat,paldi,0.58,2,2,1,Old Property,990.0,0,0,unfurnished,Low,Low Floor
flat,vastrapur,0.8,3,2,3,Old Property,1395.0,0,0,unfurnished,Not available,Mid Floor
flat,charodi,1.3,3,3,1,Under Construction,1600.0,1,1,unfurnished,High,Mid Floor
house,naranpura,2.0,3,2,0,Old Property,1800.0,0,0,unfurnished,Not available,Low Floor
flat,gurukul,0.87,3,2,1,Old Property,1155.0,0,0,unfurnished,Medium,Low Floor
flat,vatva,0.23,1,1,2,Relatively New,679.0,0,0,furnished,Medium,Low Floor
flat,gota,0.58,2,2,0,Relatively New,1210.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.16,1,1,1,Moderately Old,847.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,0.75,3,3,1,Relatively New,1336.0,0,0,unfurnished,Medium,High Floor
flat,narol,0.22,2,2,2,Moderately Old,548.0,0,0,unfurnished,Not available,Mid Floor
flat,bodakdev,2.42,4,4,1,New Property,3849.0,0,0,unfurnished,Medium,Low Floor
flat,jagatpur,0.85,3,3,1,Relatively New,1436.0,0,0,unfurnished,Not available,Mid Floor
flat,ghuma,0.42,2,2,1,Relatively New,972.0,0,0,furnished,Medium,Mid Floor
flat,south bopal,0.75,3,3,3,Under Construction,1432.0,1,0,unfurnished,High,Mid Floor
flat,chandkheda,0.7,3,3,2,Moderately Old,1350.0,1,0,unfurnished,Medium,Low Floor
flat,gurukul,0.48,2,2,0,Old Property,756.0,0,0,unfurnished,Low,Mid Floor
house,chandkheda,0.65,2,1,0,Old Property,1176.0,0,0,unfurnished,Not available,Low Floor
house,south bopal,0.87,3,2,1,Moderately Old,1500.0,0,0,unfurnished,Not available,Mid Floor
flat,vastral,0.44,2,2,2,Moderately Old,832.0,0,0,semifurnished,Low,Mid Floor
flat,paldi,0.45,2,2,2,Old Property,1550.0,0,0,unfurnished,Not available,Mid Floor
house,thaltej,3.25,4,4,1,Old Property,2025.0,1,1,semifurnished,Medium,Low Floor
house,thaltej,3.25,4,4,2,Old Property,2025.0,0,1,unfurnished,Medium,Mid Floor
flat,south bopal,0.63,3,3,1,Relatively New,1104.0,0,0,unfurnished,Medium,Mid Floor
house,vastrapur,5.5,4,4,1,Old Property,3825.0,1,0,unfurnished,Low,Low Floor
flat,gota,0.42,2,2,2,Moderately Old,588.0,1,1,semifurnished,Medium,Mid Floor
flat,jodhpur,1.41,3,3,1,Under Construction,1392.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.73,3,3,1,Relatively New,1104.0,1,0,unfurnished,Medium,Mid Floor
house,south bopal,6.5,4,4,1,Moderately Old,5400.0,1,1,semifurnished,Low,Low Floor
flat,satellite,2.15,3,3,1,Old Property,2614.0,1,1,furnished,High,Mid Floor
flat,south bopal,0.7,3,3,1,Under Construction,968.0,1,0,unfurnished,Medium,Mid Floor
flat,maninagar,0.55,3,2,3,Old Property,896.0,0,0,furnished,Medium,Mid Floor
flat,south bopal,0.69,3,3,1,Under Construction,1340.0,0,1,unfurnished,High,High Floor
flat,satellite,6.85,5,5,1,Under Construction,5717.0,1,1,unfurnished,Medium,Mid Floor
flat,science city,1.49,3,3,2,Under Construction,3208.0,1,1,unfurnished,High,Mid Floor
flat,new ranip,0.45,2,2,2,Relatively New,1152.0,1,1,unfurnished,Medium,Mid Floor
flat,nikol,0.42,2,2,2,Moderately Old,1125.0,0,0,unfurnished,Medium,Mid Floor
flat,vatva,0.28,2,2,1,New Property,927.0,0,0,unfurnished,Low,Mid Floor
flat,chandkheda,0.46,2,2,1,Relatively New,1412.0,1,1,unfurnished,Medium,Mid Floor
flat,vastral,0.23,1,1,2,Moderately Old,1683.0,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,3.0,4,4,1,New Property,2500.0,1,0,semifurnished,High,Low Floor
flat,new ranip,0.54,3,3,1,New Property,1485.0,0,1,unfurnished,Not available,Low Floor
flat,paldi,0.5,3,2,1,Old Property,1588.0,1,0,unfurnished,Not available,Mid Floor
flat,motera,0.85,3,3,1,Relatively New,1396.0,1,0,furnished,Medium,Mid Floor
house,thaltej,2.75,4,4,1,Old Property,2340.0,1,1,semifurnished,Low,Low Floor
flat,science city,6.2,5,4,3,Under Construction,7818.0,1,1,unfurnished,High,High Floor
flat,sola,1.7,3,3,2,Moderately Old,1124.0,0,0,semifurnished,High,Mid Floor
flat,sola,1.35,3,3,1,Relatively New,2250.0,1,0,unfurnished,Medium,Low Floor
flat,nava naroda,0.25,2,2,3,Moderately Old,1165.0,0,0,unfurnished,Low,Mid Floor
flat,shela,1.35,3,3,1,Relatively New,1671.0,0,0,unfurnished,Medium,Mid Floor
house,nikol,0.34,2,2,1,Moderately Old,457.0,0,0,unfurnished,Low,Low Floor
flat,bodakdev,7.14,5,5,3,Under Construction,8400.0,1,1,unfurnished,High,High Floor
flat,south bopal,0.55,2,2,1,New Property,1000.0,0,0,unfurnished,Medium,High Floor
flat,chandkheda,1.0,3,3,1,Moderately Old,1742.0,0,1,semifurnished,Medium,Mid Floor
flat,jagatpur,0.55,2,2,1,Relatively New,1305.0,1,0,semifurnished,Medium,Mid Floor
flat,gota,0.53,2,2,1,Relatively New,1188.0,1,1,unfurnished,High,Mid Floor
flat,paldi,0.77,2,2,1,Relatively New,1188.0,0,0,furnished,Medium,Mid Floor
flat,maninagar,0.95,3,3,3,Old Property,1620.0,0,0,unfurnished,Not available,Mid Floor
flat,vastral,0.35,2,2,2,Moderately Old,801.0,0,0,unfurnished,Low,Low Floor
flat,ghuma,0.57,3,2,1,Relatively New,1835.0,0,1,unfurnished,Low,Low Floor
flat,science city,2.49,4,4,2,Relatively New,2689.0,1,1,unfurnished,High,High Floor
flat,naroda,0.45,3,2,0,New Property,1170.0,0,0,furnished,Low,Mid Floor
flat,naranpura,0.33,1,1,1,Old Property,753.0,0,0,unfurnished,Low,Low Floor
house,science city,4.5,4,4,1,Relatively New,3375.0,1,1,furnished,Medium,Low Floor
flat,motera,0.6,2,2,1,Relatively New,1044.0,1,0,furnished,Medium,Mid Floor
flat,nikol,0.42,2,2,2,Moderately Old,1261.0,0,0,unfurnished,Not available,Mid Floor
flat,new ranip,0.4,2,2,2,Moderately Old,911.0,0,0,unfurnished,Medium,Low Floor
flat,shela,0.4,2,2,0,Relatively New,716.0,0,1,unfurnished,Medium,Mid Floor
house,odhav,1.05,4,4,1,Moderately Old,1000.0,0,0,unfurnished,Not available,Low Floor
flat,nava naroda,0.25,2,2,2,Moderately Old,990.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.49,2,2,2,Relatively New,825.0,0,1,unfurnished,Medium,Mid Floor
flat,vastrapur,1.9,4,4,2,New Property,2415.0,0,1,unfurnished,High,Mid Floor
house,isanpur,1.59,5,3,2,Old Property,2838.0,0,0,unfurnished,Medium,Low Floor
flat,gurukul,0.85,3,3,3,Old Property,1494.0,0,0,furnished,Medium,Low Floor
flat,south bopal,1.2,3,3,1,Old Property,1425.0,0,0,unfurnished,Medium,Mid Floor
flat,charodi,2.64,4,4,2,Under Construction,4180.0,1,1,unfurnished,High,High Floor
